Chronologic VCS simulator copyright 1991-2022
Contains Synopsys proprietary information.
Compiler version T-2022.06_Full64; Runtime version T-2022.06_Full64;  Mar 28 21:51 2023
VCD+ Writer T-2022.06_Full64 Copyright (c) 1991-2022 by Synopsys Inc.
The file '/afs/andrew.cmu.edu/usr24/xinyew/public/lab4/inter.vpd' was opened successfully.
                   0       IDLE       IDLE SR: xxxxxxxxxxxxx Char: xx String:                                                                 
               67575       IDLE       SYNC SR: xxxxxxxxxxxxx Char: xx String:                                                                 
               67577       SYNC       SYNC SR: xxxxxxxxxxxxx Char: xx String:                                                                 
               71553       SYNC     SAMPLE SR: xxxxxxxxxxxxx Char: xx String:                                                                 
               71555     SAMPLE      WAIT1 SR: xxxxxxxxxxxxx Char: xx String:                                                                 
               71557      WAIT1      WAIT1 SR: xxxxxxxxxxxx1 Char: xx String:                                                                 
               75525      WAIT1       SYNC SR: xxxxxxxxxxxx1 Char: xx String:                                                                 
               75527       SYNC       SYNC SR: xxxxxxxxxxxx1 Char: xx String:                                                                 
               79503       SYNC     SAMPLE SR: xxxxxxxxxxxx1 Char: xx String:                                                                 
               79505     SAMPLE      WAIT0 SR: xxxxxxxxxxxx1 Char: xx String:                                                                 
               79507      WAIT0      WAIT0 SR: xxxxxxxxxxx10 Char: xx String:                                                                 
               83475      WAIT0       SYNC SR: xxxxxxxxxxx10 Char: xx String:                                                                 
               83477       SYNC       SYNC SR: xxxxxxxxxxx10 Char: xx String:                                                                 
               87453       SYNC     SAMPLE SR: xxxxxxxxxxx10 Char: xx String:                                                                 
               87455     SAMPLE      WAIT1 SR: xxxxxxxxxxx10 Char: xx String:                                                                 
               87457      WAIT1      WAIT1 SR: xxxxxxxxxx101 Char: xx String:                                                                 
               91425      WAIT1       SYNC SR: xxxxxxxxxx101 Char: xx String:                                                                 
               91427       SYNC       SYNC SR: xxxxxxxxxx101 Char: xx String:                                                                 
               95403       SYNC     SAMPLE SR: xxxxxxxxxx101 Char: xx String:                                                                 
               95405     SAMPLE      WAIT0 SR: xxxxxxxxxx101 Char: xx String:                                                                 
               95407      WAIT0      WAIT0 SR: xxxxxxxxx1010 Char: xx String:                                                                 
               99375      WAIT0       SYNC SR: xxxxxxxxx1010 Char: xx String:                                                                 
               99377       SYNC       SYNC SR: xxxxxxxxx1010 Char: xx String:                                                                 
              103353       SYNC     SAMPLE SR: xxxxxxxxx1010 Char: xx String:                                                                 
              103355     SAMPLE      WAIT1 SR: xxxxxxxxx1010 Char: xx String:                                                                 
              103357      WAIT1      WAIT1 SR: xxxxxxxx10101 Char: xx String:                                                                 
              107325      WAIT1       SYNC SR: xxxxxxxx10101 Char: xx String:                                                                 
              107327       SYNC       SYNC SR: xxxxxxxx10101 Char: xx String:                                                                 
              111303       SYNC     SAMPLE SR: xxxxxxxx10101 Char: xx String:                                                                 
              111305     SAMPLE      WAIT0 SR: xxxxxxxx10101 Char: xx String:                                                                 
              111307      WAIT0      WAIT0 SR: xxxxxxx101010 Char: xx String:                                                                 
              119257      WAIT0     SAMPLE SR: xxxxxxx101010 Char: xx String:                                                                 
              119259     SAMPLE      WAIT0 SR: xxxxxxx101010 Char: xx String:                                                                 
              119261      WAIT0      WAIT0 SR: xxxxxx1010100 Char: xx String:                                                                 
              127211      WAIT0     SAMPLE SR: xxxxxx1010100 Char: xx String:                                                                 
              127213     SAMPLE      WAIT0 SR: xxxxxx1010100 Char: xx String:                                                                 
              127215      WAIT0      WAIT0 SR: xxxxx10101000 Char: xx String:                                                                 
              131175      WAIT0       SYNC SR: xxxxx10101000 Char: xx String:                                                                 
              131177       SYNC       SYNC SR: xxxxx10101000 Char: xx String:                                                                 
              135153       SYNC     SAMPLE SR: xxxxx10101000 Char: xx String:                                                                 
              135155     SAMPLE      WAIT1 SR: xxxxx10101000 Char: xx String:                                                                 
              135157      WAIT1      WAIT1 SR: xxxx101010001 Char: xx String:                                                                 
              143107      WAIT1     SAMPLE SR: xxxx101010001 Char: xx String:                                                                 
              143109     SAMPLE      WAIT1 SR: xxxx101010001 Char: xx String:                                                                 
              143111      WAIT1      WAIT1 SR: xxx1010100011 Char: xx String:                                                                 
              151061      WAIT1     SAMPLE SR: xxx1010100011 Char: xx String:                                                                 
              151063     SAMPLE      WAIT1 SR: xxx1010100011 Char: xx String:                                                                 
              151065      WAIT1      WAIT1 SR: xx10101000111 Char: xx String:                                                                 
              155025      WAIT1       SYNC SR: xx10101000111 Char: xx String:                                                                 
              155027       SYNC       SYNC SR: xx10101000111 Char: xx String:                                                                 
              159003       SYNC     SAMPLE SR: xx10101000111 Char: xx String:                                                                 
              159005     SAMPLE      WAIT0 SR: xx10101000111 Char: xx String:                                                                 
              159007      WAIT0      WAIT0 SR: x101010001110 Char: xx String:                                                                 
              166957      WAIT0     SAMPLE SR: x101010001110 Char: xx String:                                                                 
              166959     SAMPLE      WAIT0 SR: x101010001110 Char: xx String:                                                                 
              166961      WAIT0      WAIT0 SR: 1010100011100 Char: 15 String:                                                                 
              170925      WAIT0       SYNC SR: 1010100011100 Char: 15 String:                                                                 
              170927       SYNC       SYNC SR: 1010100011100 Char: 15 String:                                                                 
              174903       SYNC     SAMPLE SR: 1010100011100 Char: 15 String:                                                                 
              174905     SAMPLE  COMPLETED SR: 1010100011100 Char: 15 String:                                                                 
              174907  COMPLETED      ERROR SR: 0101000111001 Char: 15 String:                                                                 
              174909      ERROR       IDLE SR: 0101000111001 Char: 15 String:                                                                
              174911       IDLE       SYNC SR: 0101000111001 Char: 53 String:                                                                
              174913       SYNC       SYNC SR: 0101000111001 Char: 53 String:                                                                
              178889       SYNC     SAMPLE SR: 0101000111001 Char: 53 String:                                                                
              178891     SAMPLE      WAIT0 SR: 0101000111001 Char: 53 String:                                                                
              178893      WAIT0      WAIT0 SR: 1010001110010 Char: a6 String:                                                                
              186843      WAIT0     SAMPLE SR: 1010001110010 Char: a6 String:                                                                
              186845     SAMPLE      WAIT0 SR: 1010001110010 Char: a6 String:                                                                
              186847      WAIT0      WAIT0 SR: 0100011100100 Char: 4e String:                                                                
              194797      WAIT0     SAMPLE SR: 0100011100100 Char: 4e String:                                                                
              194799     SAMPLE      WAIT0 SR: 0100011100100 Char: 4e String:                                                                
              194801      WAIT0      WAIT0 SR: 1000111001000 Char: 89 String:                                                                
              202751      WAIT0     SAMPLE SR: 1000111001000 Char: 89 String:                                                                
              202753     SAMPLE      WAIT0 SR: 1000111001000 Char: 89 String:                                                                
              202755      WAIT0      WAIT0 SR: 0001110010000 Char: 15 String:                                                                
              210705      WAIT0     SAMPLE SR: 0001110010000 Char: 15 String:                                                                
              210707     SAMPLE      WAIT0 SR: 0001110010000 Char: 15 String:                                                                
              210709      WAIT0      WAIT0 SR: 0011100100000 Char: 15 String:                                                                
              218625      WAIT0       SYNC SR: 0011100100000 Char: 15 String:                                                                
              218627       SYNC       SYNC SR: 0011100100000 Char: 15 String:                                                                
              222603       SYNC     SAMPLE SR: 0011100100000 Char: 15 String:                                                                
              222605     SAMPLE      WAIT1 SR: 0011100100000 Char: 15 String:                                                                
              222607      WAIT1      WAIT1 SR: 0111001000001 Char: 74 String:                                                                
              226575      WAIT1       SYNC SR: 0111001000001 Char: 74 String:                                                                
              226577       SYNC       SYNC SR: 0111001000001 Char: 74 String:                                                                
              230553       SYNC     SAMPLE SR: 0111001000001 Char: 74 String:                                                                
              230555     SAMPLE      WAIT0 SR: 0111001000001 Char: 74 String:                                                                
              230557      WAIT0      WAIT0 SR: 1110010000010 Char: a8 String:                                                                
              234525      WAIT0       SYNC SR: 1110010000010 Char: a8 String:                                                                
              234527       SYNC       SYNC SR: 1110010000010 Char: a8 String:                                                                
              238503       SYNC     SAMPLE SR: 1110010000010 Char: a8 String:                                                                
              238505     SAMPLE      WAIT1 SR: 1110010000010 Char: a8 String:                                                                
              238507      WAIT1      WAIT1 SR: 1100100000101 Char: c0 String:                                                                
              246457      WAIT1     SAMPLE SR: 1100100000101 Char: c0 String:                                                                
              246459     SAMPLE      WAIT1 SR: 1100100000101 Char: c0 String:                                                                
              246461      WAIT1      WAIT1 SR: 1001000001011 Char: 99 String:                                                                
              250425      WAIT1       SYNC SR: 1001000001011 Char: 99 String:                                                                
              250427       SYNC       SYNC SR: 1001000001011 Char: 99 String:                                                                
              254403       SYNC     SAMPLE SR: 1001000001011 Char: 99 String:                                                                
              254405     SAMPLE      WAIT0 SR: 1001000001011 Char: 99 String:                                                                
              254407      WAIT0      WAIT0 SR: 0010000010110 Char: 15 String:                                                                
              262357      WAIT0     SAMPLE SR: 0010000010110 Char: 15 String:                                                                
              262359     SAMPLE      WAIT0 SR: 0010000010110 Char: 15 String:                                                                
              262361      WAIT0      WAIT0 SR: 0100000101100 Char: 15 String:                                                                
              266325      WAIT0       SYNC SR: 0100000101100 Char: 15 String:                                                                
              266327       SYNC       SYNC SR: 0100000101100 Char: 15 String:                                                                
              270303       SYNC     SAMPLE SR: 0100000101100 Char: 15 String:                                                                
              270305     SAMPLE      WAIT1 SR: 0100000101100 Char: 15 String:                                                                
              270307      WAIT1      WAIT1 SR: 1000001011001 Char: 85 String:                                                                
              278257      WAIT1     SAMPLE SR: 1000001011001 Char: 85 String:                                                                
              278259     SAMPLE      WAIT1 SR: 1000001011001 Char: 85 String:                                                                
              278261      WAIT1      WAIT1 SR: 0000010110011 Char: 02 String:                                                                
              286211      WAIT1     SAMPLE SR: 0000010110011 Char: 02 String:                                                                
              286213     SAMPLE  COMPLETED SR: 0000010110011 Char: 02 String:                                                                
              286215  COMPLETED      ERROR SR: 0000101100111 Char: 15 String:                                                                
              286217      ERROR       IDLE SR: 0000101100111 Char: 15 String:                                                               
              286219       IDLE       SYNC SR: 0000101100111 Char: 15 String:                                                               
              286221       SYNC       SYNC SR: 0000101100111 Char: 15 String:                                                               
              290197       SYNC     SAMPLE SR: 0000101100111 Char: 15 String:                                                               
              290199     SAMPLE      WAIT1 SR: 0000101100111 Char: 15 String:                                                               
              290201      WAIT1      WAIT1 SR: 0001011001111 Char: 1d String:                                                               
              298151      WAIT1     SAMPLE SR: 0001011001111 Char: 1d String:                                                               
              298153     SAMPLE      WAIT1 SR: 0001011001111 Char: 1d String:                                                               
              298155      WAIT1      WAIT1 SR: 0010110011111 Char: 15 String:                                                               
              306105      WAIT1     SAMPLE SR: 0010110011111 Char: 15 String:                                                               
              306107     SAMPLE      WAIT1 SR: 0010110011111 Char: 15 String:                                                               
              306109      WAIT1      WAIT1 SR: 0101100111111 Char: 13 String:                                                               
              314025      WAIT1       SYNC SR: 0101100111111 Char: 13 String:                                                               
              314027       SYNC       SYNC SR: 0101100111111 Char: 13 String:                                                               
              318003       SYNC     SAMPLE SR: 0101100111111 Char: 13 String:                                                               
